"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1013042;"Rawa Mazowiecka (2)";"ogółem";"kobiety";"2020";4410;"osoba";"";
1013052;"Regnów (2)";"ogółem";"ogółem";"2020";1819;"osoba";"";
1013052;"Regnów (2)";"ogółem";"mężczyźni";"2020";941;"osoba";"";
1013052;"Regnów (2)";"ogółem";"kobiety";"2020";878;"osoba";"";
1013062;"Sadkowice (2)";"ogółem";"ogółem";"2020";5391;"osoba";"";
1013062;"Sadkowice (2)";"ogółem";"mężczyźni";"2020";2697;"osoba";"";
1013062;"Sadkowice (2)";"ogółem";"kobiety";"2020";2694;"osoba";"";
1014011;"Sieradz (1)";"ogółem";"ogółem";"2020";41390;"osoba";"";
1014011;"Sieradz (1)";"ogółem";"mężczyźni";"2020";19480;"osoba";"";
1014011;"Sieradz (1)";"ogółem";"kobiety";"2020";21910;"osoba";"";
1014023;"Błaszki (3)";"ogółem";"ogółem";"2020";14373;"osoba";"";
1014023;"Błaszki (3)";"ogółem";"mężczyźni";"2020";7136;"osoba";"";
1014023;"Błaszki (3)";"ogółem";"kobiety";"2020";7237;"osoba";"";
1014032;"Brąszewice (2)";"ogółem";"ogółem";"2020";4466;"osoba";"";
1014032;"Brąszewice (2)";"ogółem";"mężczyźni";"2020";2245;"osoba";"";
1014032;"Brąszewice (2)";"ogółem";"kobiety";"2020";2221;"osoba";"";
1014042;"Brzeźnio (2)";"ogółem";"ogółem";"2020";6379;"osoba";"";
1014042;"Brzeźnio (2)";"ogółem";"mężczyźni";"2020";3204;"osoba";"";
1014042;"Brzeźnio (2)";"ogółem";"kobiety";"2020";3175;"osoba";"";
1014052;"Burzenin (2)";"ogółem";"ogółem";"2020";5498;"osoba";"";
1014052;"Burzenin (2)";"ogółem";"mężczyźni";"2020";2765;"osoba";"";
1014052;"Burzenin (2)";"ogółem";"kobiety";"2020";2733;"osoba";"";
1014062;"Goszczanów (2)";"ogółem";"ogółem";"2020";5419;"osoba";"";
1014062;"Goszczanów (2)";"ogółem";"mężczyźni";"2020";2716;"osoba";"";
1014062;"Goszczanów (2)";"ogółem";"kobiety";"2020";2703;"osoba";"";
1014072;"Klonowa (2)";"ogółem";"ogółem";"2020";2888;"osoba";"";
1014072;"Klonowa (2)";"ogółem";"mężczyźni";"2020";1433;"osoba";"";
1014072;"Klonowa (2)";"ogółem";"kobiety";"2020";1455;"osoba";"";
1014082;"Sieradz (2)";"ogółem";"ogółem";"2020";10801;"osoba";"";
1014082;"Sieradz (2)";"ogółem";"mężczyźni";"2020";5435;"osoba";"";
1014082;"Sieradz (2)";"ogółem";"kobiety";"2020";5366;"osoba";"";
1014093;"Warta (3)";"ogółem";"ogółem";"2020";12510;"osoba";"";
1014093;"Warta (3)";"ogółem";"mężczyźni";"2020";6109;"osoba";"";
1014093;"Warta (3)";"ogółem";"kobiety";"2020";6401;"osoba";"";
1014102;"Wróblew (2)";"ogółem";"ogółem";"2020";6063;"osoba";"";
1014102;"Wróblew (2)";"ogółem";"mężczyźni";"2020";2980;"osoba";"";
1014102;"Wróblew (2)";"ogółem";"kobiety";"2020";3083;"osoba";"";
1014113;"Złoczew (3)";"ogółem";"ogółem";"2020";7131;"osoba";"";
1014113;"Złoczew (3)";"ogółem";"mężczyźni";"2020";3481;"osoba";"";
1014113;"Złoczew (3)";"ogółem";"kobiety";"2020";3650;"osoba";"";
1015012;"Bolimów (2)";"ogółem";"ogółem";"2020";4026;"osoba";"";
1015012;"Bolimów (2)";"ogółem";"mężczyźni";"2020";1969;"osoba";"";
1015012;"Bolimów (2)";"ogółem";"kobiety";"2020";2057;"osoba";"";
1015022;"Głuchów (2)";"ogółem";"ogółem";"2020";5701;"osoba";"";
1015022;"Głuchów (2)";"ogółem";"mężczyźni";"2020";2781;"osoba";"";
1015022;"Głuchów (2)";"ogółem";"kobiety";"2020";2920;"osoba";"";
1015032;"Godzianów (2)";"ogółem";"ogółem";"2020";2665;"osoba";"";
1015032;"Godzianów (2)";"ogółem";"mężczyźni";"2020";1357;"osoba";"";
1015032;"Godzianów (2)";"ogółem";"kobiety";"2020";1308;"osoba";"";
1015042;"Kowiesy (2)";"ogółem";"ogółem";"2020";2880;"osoba";"";
1015042;"Kowiesy (2)";"ogółem";"mężczyźni";"2020";1449;"osoba";"";
1015042;"Kowiesy (2)";"ogółem";"kobiety";"2020";1431;"osoba";"";
1015052;"Lipce Reymontowskie (2)";"ogółem";"ogółem";"2020";3279;"osoba";"";
1015052;"Lipce Reymontowskie (2)";"ogółem";"mężczyźni";"2020";1617;"osoba";"";
1015052;"Lipce Reymontowskie (2)";"ogółem";"kobiety";"2020";1662;"osoba";"";
1015062;"Maków (2)";"ogółem";"ogółem";"2020";6005;"osoba";"";
1015062;"Maków (2)";"ogółem";"mężczyźni";"2020";2968;"osoba";"";
1015062;"Maków (2)";"ogółem";"kobiety";"2020";3037;"osoba";"";
1015072;"Nowy Kawęczyn (2)";"ogółem";"ogółem";"2020";3373;"osoba";"";
1015072;"Nowy Kawęczyn (2)";"ogółem";"mężczyźni";"2020";1708;"osoba";"";
1015072;"Nowy Kawęczyn (2)";"ogółem";"kobiety";"2020";1665;"osoba";"";
1015082;"Skierniewice (2)";"ogółem";"ogółem";"2020";7635;"osoba";"";
1015082;"Skierniewice (2)";"ogółem";"mężczyźni";"2020";3816;"osoba";"";
1015082;"Skierniewice (2)";"ogółem";"kobiety";"2020";3819;"osoba";"";
1015092;"Słupia (2)";"ogółem";"ogółem";"2020";2609;"osoba";"";
1015092;"Słupia (2)";"ogółem";"mężczyźni";"2020";1340;"osoba";"";
1015092;"Słupia (2)";"ogółem";"kobiety";"2020";1269;"osoba";"";
1016011;"Tomaszów Mazowiecki (1)";"ogółem";"ogółem";"2020";61338;"osoba";"";
1016011;"Tomaszów Mazowiecki (1)";"ogółem";"mężczyźni";"2020";28701;"osoba";"";
1016011;"Tomaszów Mazowiecki (1)";"ogółem";"kobiety";"2020";32637;"osoba";"";
1016022;"Będków (2)";"ogółem";"ogółem";"2020";3253;"osoba";"";
1016022;"Będków (2)";"ogółem";"mężczyźni";"2020";1624;"osoba";"";
1016022;"Będków (2)";"ogółem";"kobiety";"2020";1629;"osoba";"";
1016032;"Budziszewice (2)";"ogółem";"ogółem";"2020";2161;"osoba";"";
1016032;"Budziszewice (2)";"ogółem";"mężczyźni";"2020";1048;"osoba";"";
1016032;"Budziszewice (2)";"ogółem";"kobiety";"2020";1113;"osoba";"";
1016042;"Czerniewice (2)";"ogółem";"ogółem";"2020";5020;"osoba";"";
1016042;"Czerniewice (2)";"ogółem";"mężczyźni";"2020";2519;"osoba";"";
1016042;"Czerniewice (2)";"ogółem";"kobiety";"2020";2501;"osoba";"";
1016052;"Inowłódz (2)";"ogółem";"ogółem";"2020";3819;"osoba";"";
1016052;"Inowłódz (2)";"ogółem";"mężczyźni";"2020";1845;"osoba";"";
1016052;"Inowłódz (2)";"ogółem";"kobiety";"2020";1974;"osoba";"";
1016062;"Lubochnia (2)";"ogółem";"ogółem";"2020";7123;"osoba";"";
1016062;"Lubochnia (2)";"ogółem";"mężczyźni";"2020";3510;"osoba";"";
1016062;"Lubochnia (2)";"ogółem";"kobiety";"2020";3613;"osoba";"";
1016072;"Rokiciny (2)";"ogółem";"ogółem";"2020";6153;"osoba";"";
1016072;"Rokiciny (2)";"ogółem";"mężczyźni";"2020";2984;"osoba";"";
1016072;"Rokiciny (2)";"ogółem";"kobiety";"2020";3169;"osoba";"";
1016082;"Rzeczyca (2)";"ogółem";"ogółem";"2020";4609;"osoba";"";
1016082;"Rzeczyca (2)";"ogółem";"mężczyźni";"2020";2362;"osoba";"";
1016082;"Rzeczyca (2)";"ogółem";"kobiety";"2020";2247;"osoba";"";
1016092;"Tomaszów Mazowiecki (2)";"ogółem";"ogółem";"2020";11251;"osoba";"";
1016092;"Tomaszów Mazowiecki (2)";"ogółem";"mężczyźni";"2020";5502;"osoba";"";
1016092;"Tomaszów Mazowiecki (2)";"ogółem";"kobiety";"2020";5749;"osoba";"";
1016102;"Ujazd (2)";"ogółem";"ogółem";"2020";7706;"osoba";"";
1016102;"Ujazd (2)";"ogółem";"mężczyźni";"2020";3711;"osoba";"";
1016102;"Ujazd (2)";"ogółem";"kobiety";"2020";3995;"osoba";"";
1016112;"Żelechlinek (2)";"ogółem";"ogółem";"2020";3302;"osoba";"";
1016112;"Żelechlinek (2)";"ogółem";"mężczyźni";"2020";1598;"osoba";"";
1016112;"Żelechlinek (2)";"ogółem";"kobiety";"2020";1704;"osoba";"";
1017012;"Biała (2)";"ogółem";"ogółem";"2020";5396;"osoba";"";
1017012;"Biała (2)";"ogółem";"mężczyźni";"2020";2688;"osoba";"";
1017012;"Biała (2)";"ogółem";"kobiety";"2020";2708;"osoba";"";
1017022;"Czarnożyły (2)";"ogółem";"ogółem";"2020";4489;"osoba";"";
1017022;"Czarnożyły (2)";"ogółem";"mężczyźni";"2020";2229;"osoba";"";
1017022;"Czarnożyły (2)";"ogółem";"kobiety";"2020";2260;"osoba";"";
1017032;"Konopnica (2)";"ogółem";"ogółem";"2020";3759;"osoba";"";
1017032;"Konopnica (2)";"ogółem";"mężczyźni";"2020";1864;"osoba";"";
1017032;"Konopnica (2)";"ogółem";"kobiety";"2020";1895;"osoba";"";
1017042;"Mokrsko (2)";"ogółem";"ogółem";"2020";5359;"osoba";"";
1017042;"Mokrsko (2)";"ogółem";"mężczyźni";"2020";2694;"osoba";"";
1017042;"Mokrsko (2)";"ogółem";"kobiety";"2020";2665;"osoba";"";
1017052;"Osjaków (2)";"ogółem";"ogółem";"2020";4740;"osoba";"";
1017052;"Osjaków (2)";"ogółem";"mężczyźni";"2020";2388;"osoba";"";
1017052;"Osjaków (2)";"ogółem";"kobiety";"2020";2352;"osoba";"";
1017062;"Ostrówek (2)";"ogółem";"ogółem";"2020";4473;"osoba";"";
1017062;"Ostrówek (2)";"ogółem";"mężczyźni";"2020";2213;"osoba";"";
1017062;"Ostrówek (2)";"ogółem";"kobiety";"2020";2260;"osoba";"";
1017072;"Pątnów (2)";"ogółem";"ogółem";"2020";6512;"osoba";"";
1017072;"Pątnów (2)";"ogółem";"mężczyźni";"2020";3225;"osoba";"";
1017072;"Pątnów (2)";"ogółem";"kobiety";"2020";3287;"osoba";"";
1017082;"Skomlin (2)";"ogółem";"ogółem";"2020";3267;"osoba";"";
1017082;"Skomlin (2)";"ogółem";"mężczyźni";"2020";1618;"osoba";"";
1017082;"Skomlin (2)";"ogółem";"kobiety";"2020";1649;"osoba";"";
1017093;"Wieluń (3)";"ogółem";"ogółem";"2020";31137;"osoba";"";
1017093;"Wieluń (3)";"ogółem";"mężczyźni";"2020";14912;"osoba";"";
1017093;"Wieluń (3)";"ogółem";"kobiety";"2020";16225;"osoba";"";
1017102;"Wierzchlas (2)";"ogółem";"ogółem";"2020";6604;"osoba";"";
1017102;"Wierzchlas (2)";"ogółem";"mężczyźni";"2020";3292;"osoba";"";
1017102;"Wierzchlas (2)";"ogółem";"kobiety";"2020";3312;"osoba";"";
1018012;"Bolesławiec (2)";"ogółem";"ogółem";"2020";4075;"osoba";"";
1018012;"Bolesławiec (2)";"ogółem";"mężczyźni";"2020";2040;"osoba";"";
1018012;"Bolesławiec (2)";"ogółem";"kobiety";"2020";2035;"osoba";"";
1018022;"Czastary (2)";"ogółem";"ogółem";"2020";4000;"osoba";"";
1018022;"Czastary (2)";"ogółem";"mężczyźni";"2020";2000;"osoba";"";
1018022;"Czastary (2)";"ogółem";"kobiety";"2020";2000;"osoba";"";
1018032;"Galewice (2)";"ogółem";"ogółem";"2020";6096;"osoba";"";
1018032;"Galewice (2)";"ogółem";"mężczyźni";"2020";3068;"osoba";"";
1018032;"Galewice (2)";"ogółem";"kobiety";"2020";3028;"osoba";"";
1018043;"Lututów (3)";"ogółem";"ogółem";"2020";4559;"osoba";"";
1018043;"Lututów (3)";"ogółem";"mężczyźni";"2020";2260;"osoba";"";
1018043;"Lututów (3)";"ogółem";"kobiety";"2020";2299;"osoba";"";
1018052;"Łubnice (2)";"ogółem";"ogółem";"2020";4015;"osoba";"";
1018052;"Łubnice (2)";"ogółem";"mężczyźni";"2020";1988;"osoba";"";
1018052;"Łubnice (2)";"ogółem";"kobiety";"2020";2027;"osoba";"";
1018062;"Sokolniki (2)";"ogółem";"ogółem";"2020";5055;"osoba";"";
1018062;"Sokolniki (2)";"ogółem";"mężczyźni";"2020";2516;"osoba";"";
1018062;"Sokolniki (2)";"ogółem";"kobiety";"2020";2539;"osoba";"";
1018073;"Wieruszów (3)";"ogółem";"ogółem";"2020";14184;"osoba";"";
1018073;"Wieruszów (3)";"ogółem";"mężczyźni";"2020";6889;"osoba";"";
1018073;"Wieruszów (3)";"ogółem";"kobiety";"2020";7295;"osoba";"";
1019011;"Zduńska Wola (1)";"ogółem";"ogółem";"2020";41288;"osoba";"";
1019011;"Zduńska Wola (1)";"ogółem";"mężczyźni";"2020";19470;"osoba";"";
1019011;"Zduńska Wola (1)";"ogółem";"kobiety";"2020";21818;"osoba";"";
1019023;"Szadek (3)";"ogółem";"ogółem";"2020";7287;"osoba";"";
1019023;"Szadek (3)";"ogółem";"mężczyźni";"2020";3610;"osoba";"";
1019023;"Szadek (3)";"ogółem";"kobiety";"2020";3677;"osoba";"";
1019032;"Zapolice (2)";"ogółem";"ogółem";"2020";5243;"osoba";"";
1019032;"Zapolice (2)";"ogółem";"mężczyźni";"2020";2693;"osoba";"";
1019032;"Zapolice (2)";"ogółem";"kobiety";"2020";2550;"osoba";"";
1019042;"Zduńska Wola (2)";"ogółem";"ogółem";"2020";12246;"osoba";"";
1019042;"Zduńska Wola (2)";"ogółem";"mężczyźni";"2020";6160;"osoba";"";
1019042;"Zduńska Wola (2)";"ogółem";"kobiety";"2020";6086;"osoba";"";
1020011;"Głowno (1)";"ogółem";"ogółem";"2020";13961;"osoba";"";
1020011;"Głowno (1)";"ogółem";"mężczyźni";"2020";6585;"osoba";"";
1020011;"Głowno (1)";"ogółem";"kobiety";"2020";7376;"osoba";"";
1020021;"Ozorków (1)";"ogółem";"ogółem";"2020";19128;"osoba";"";
1020021;"Ozorków (1)";"ogółem";"mężczyźni";"2020";8921;"osoba";"";
1020021;"Ozorków (1)";"ogółem";"kobiety";"2020";10207;"osoba";"";
1020031;"Zgierz (1)";"ogółem";"ogółem";"2020";55673;"osoba";"";
1020031;"Zgierz (1)";"ogółem";"mężczyźni";"2020";25734;"osoba";"";
1020031;"Zgierz (1)";"ogółem";"kobiety";"2020";29939;"osoba";"";
1020043;"Aleksandrów Łódzki (3)";"ogółem";"ogółem";"2020";32685;"osoba";"";
1020043;"Aleksandrów Łódzki (3)";"ogółem";"mężczyźni";"2020";15633;"osoba";"";
1020043;"Aleksandrów Łódzki (3)";"ogółem";"kobiety";"2020";17052;"osoba";"";
1020052;"Głowno (2)";"ogółem";"ogółem";"2020";4826;"osoba";"";
1020052;"Głowno (2)";"ogółem";"mężczyźni";"2020";2426;"osoba";"";
1020052;"Głowno (2)";"ogółem";"kobiety";"2020";2400;"osoba";"";
1020062;"Ozorków (2)";"ogółem";"ogółem";"2020";7051;"osoba";"";
1020062;"Ozorków (2)";"ogółem";"mężczyźni";"2020";3425;"osoba";"";
1020062;"Ozorków (2)";"ogółem";"kobiety";"2020";3626;"osoba";"";
1020072;"Parzęczew (2)";"ogółem";"ogółem";"2020";5163;"osoba";"";
1020072;"Parzęczew (2)";"ogółem";"mężczyźni";"2020";2626;"osoba";"";
1020072;"Parzęczew (2)";"ogółem";"kobiety";"2020";2537;"osoba";"";
1020083;"Stryków (3)";"ogółem";"ogółem";"2020";12681;"osoba";"";
1020083;"Stryków (3)";"ogółem";"mężczyźni";"2020";6187;"osoba";"";
1020083;"Stryków (3)";"ogółem";"kobiety";"2020";6494;"osoba";"";
1020092;"Zgierz (2)";"ogółem";"ogółem";"2020";14682;"osoba";"";
1020092;"Zgierz (2)";"ogółem";"mężczyźni";"2020";7214;"osoba";"";
1020092;"Zgierz (2)";"ogółem";"kobiety";"2020";7468;"osoba";"";
1021011;"Brzeziny (1)";"ogółem";"ogółem";"2020";12365;"osoba";"";
1021011;"Brzeziny (1)";"ogółem";"mężczyźni";"2020";5805;"osoba";"";
1021011;"Brzeziny (1)";"ogółem";"kobiety";"2020";6560;"osoba";"";
1021022;"Brzeziny (2)";"ogółem";"ogółem";"2020";5853;"osoba";"";
1021022;"Brzeziny (2)";"ogółem";"mężczyźni";"2020";2887;"osoba";"";
1021022;"Brzeziny (2)";"ogółem";"kobiety";"2020";2966;"osoba";"";
1021032;"Dmosin (2)";"ogółem";"ogółem";"2020";4446;"osoba";"";
1021032;"Dmosin (2)";"ogółem";"mężczyźni";"2020";2190;"osoba";"";
1021032;"Dmosin (2)";"ogółem";"kobiety";"2020";2256;"osoba";"";
1021042;"Jeżów (2)";"ogółem";"ogółem";"2020";3328;"osoba";"";
1021042;"Jeżów (2)";"ogółem";"mężczyźni";"2020";1649;"osoba";"";
1021042;"Jeżów (2)";"ogółem";"kobiety";"2020";1679;"osoba";"";
1021052;"Rogów (2)";"ogółem";"ogółem";"2020";4656;"osoba";"";
1021052;"Rogów (2)";"ogółem";"mężczyźni";"2020";2306;"osoba";"";
1021052;"Rogów (2)";"ogółem";"kobiety";"2020";2350;"osoba";"";
1061011;"Łódź (1)";"ogółem";"ogółem";"2020";672185;"osoba";"";
1061011;"Łódź (1)";"ogółem";"mężczyźni";"2020";306627;"osoba";"";
1061011;"Łódź (1)";"ogółem";"kobiety";"2020";365558;"osoba";"";
1062011;"Piotrków Trybunalski (1)";"ogółem";"ogółem";"2020";72250;"osoba";"";
1062011;"Piotrków Trybunalski (1)";"ogółem";"mężczyźni";"2020";33764;"osoba";"";
1062011;"Piotrków Trybunalski (1)";"ogółem";"kobiety";"2020";38486;"osoba";"";
1063011;"Skierniewice (1)";"ogółem";"ogółem";"2020";47655;"osoba";"";
1063011;"Skierniewice (1)";"ogółem";"mężczyźni";"2020";22787;"osoba";"";
1063011;"Skierniewice (1)";"ogółem";"kobiety";"2020";24868;"osoba";"";
1201011;"Bochnia (1)";"ogółem";"ogółem";"2020";29554;"osoba";"";
1201011;"Bochnia (1)";"ogółem";"mężczyźni";"2020";14212;"osoba";"";
1201011;"Bochnia (1)";"ogółem";"kobiety";"2020";15342;"osoba";"";
1201022;"Bochnia (2)";"ogółem";"ogółem";"2020";20152;"osoba";"";
1201022;"Bochnia (2)";"ogółem";"mężczyźni";"2020";10011;"osoba";"";
1201022;"Bochnia (2)";"ogółem";"kobiety";"2020";10141;"osoba";"";
1201032;"Drwinia (2)";"ogółem";"ogółem";"2020";6494;"osoba";"";
1201032;"Drwinia (2)";"ogółem";"mężczyźni";"2020";3225;"osoba";"";
1201032;"Drwinia (2)";"ogółem";"kobiety";"2020";3269;"osoba";"";
1201042;"Lipnica Murowana (2)";"ogółem";"ogółem";"2020";5642;"osoba";"";
1201042;"Lipnica Murowana (2)";"ogółem";"mężczyźni";"2020";2881;"osoba";"";
1201042;"Lipnica Murowana (2)";"ogółem";"kobiety";"2020";2761;"osoba";"";
1201052;"Łapanów (2)";"ogółem";"ogółem";"2020";8197;"osoba";"";
1201052;"Łapanów (2)";"ogółem";"mężczyźni";"2020";4142;"osoba";"";
1201052;"Łapanów (2)";"ogółem";"kobiety";"2020";4055;"osoba";"";
1201063;"Nowy Wiśnicz (3)";"ogółem";"ogółem";"2020";14250;"osoba";"";
1201063;"Nowy Wiśnicz (3)";"ogółem";"mężczyźni";"2020";7182;"osoba";"";
1201063;"Nowy Wiśnicz (3)";"ogółem";"kobiety";"2020";7068;"osoba";"";
1201072;"Rzezawa (2)";"ogółem";"ogółem";"2020";11430;"osoba";"";
1201072;"Rzezawa (2)";"ogółem";"mężczyźni";"2020";5636;"osoba";"";
1201072;"Rzezawa (2)";"ogółem";"kobiety";"2020";5794;"osoba";"";
1201082;"Trzciana (2)";"ogółem";"ogółem";"2020";5646;"osoba";"";
1201082;"Trzciana (2)";"ogółem";"mężczyźni";"2020";2787;"osoba";"";
1201082;"Trzciana (2)";"ogółem";"kobiety";"2020";2859;"osoba";"";
1201092;"Żegocina (2)";"ogółem";"ogółem";"2020";5582;"osoba";"";
1201092;"Żegocina (2)";"ogółem";"mężczyźni";"2020";2788;"osoba";"";
1201092;"Żegocina (2)";"ogółem";"kobiety";"2020";2794;"osoba";"";
1202012;"Borzęcin (2)";"ogółem";"ogółem";"2020";8267;"osoba";"";
1202012;"Borzęcin (2)";"ogółem";"mężczyźni";"2020";4141;"osoba";"";
1202012;"Borzęcin (2)";"ogółem";"kobiety";"2020";4126;"osoba";"";
1202023;"Brzesko (3)";"ogółem";"ogółem";"2020";36264;"osoba";"";
1202023;"Brzesko (3)";"ogółem";"mężczyźni";"2020";17894;"osoba";"";
1202023;"Brzesko (3)";"ogółem";"kobiety";"2020";18370;"osoba";"";
1202033;"Czchów (3)";"ogółem";"ogółem";"2020";9814;"osoba";"";
1202033;"Czchów (3)";"ogółem";"mężczyźni";"2020";4923;"osoba";"";
1202033;"Czchów (3)";"ogółem";"kobiety";"2020";4891;"osoba";"";
1202042;"Dębno (2)";"ogółem";"ogółem";"2020";14751;"osoba";"";
1202042;"Dębno (2)";"ogółem";"mężczyźni";"2020";7288;"osoba";"";
1202042;"Dębno (2)";"ogółem";"kobiety";"2020";7463;"osoba";"";
1202052;"Gnojnik (2)";"ogółem";"ogółem";"2020";8020;"osoba";"";
1202052;"Gnojnik (2)";"ogółem";"mężczyźni";"2020";4041;"osoba";"";
1202052;"Gnojnik (2)";"ogółem";"kobiety";"2020";3979;"osoba";"";
1202062;"Iwkowa (2)";"ogółem";"ogółem";"2020";6512;"osoba";"";
1202062;"Iwkowa (2)";"ogółem";"mężczyźni";"2020";3191;"osoba";"";
1202062;"Iwkowa (2)";"ogółem";"kobiety";"2020";3321;"osoba";"";
1202072;"Szczurowa (2)";"ogółem";"ogółem";"2020";9407;"osoba";"";
1202072;"Szczurowa (2)";"ogółem";"mężczyźni";"2020";4693;"osoba";"";
1202072;"Szczurowa (2)";"ogółem";"kobiety";"2020";4714;"osoba";"";
1203013;"Alwernia (3)";"ogółem";"ogółem";"2020";12490;"osoba";"";
1203013;"Alwernia (3)";"ogółem";"mężczyźni";"2020";6158;"osoba";"";
1203013;"Alwernia (3)";"ogółem";"kobiety";"2020";6332;"osoba";"";
1203022;"Babice (2)";"ogółem";"ogółem";"2020";9084;"osoba";"";
1203022;"Babice (2)";"ogółem";"mężczyźni";"2020";4420;"osoba";"";
1203022;"Babice (2)";"ogółem";"kobiety";"2020";4664;"osoba";"";
1203033;"Chrzanów (3)";"ogółem";"ogółem";"2020";46321;"osoba";"";
1203033;"Chrzanów (3)";"ogółem";"mężczyźni";"2020";22192;"osoba";"";
1203033;"Chrzanów (3)";"ogółem";"kobiety";"2020";24129;"osoba";"";
1203043;"Libiąż (3)";"ogółem";"ogółem";"2020";22136;"osoba";"";
1203043;"Libiąż (3)";"ogółem";"mężczyźni";"2020";10704;"osoba";"";
1203043;"Libiąż (3)";"ogółem";"kobiety";"2020";11432;"osoba";"";
1203053;"Trzebinia (3)";"ogółem";"ogółem";"2020";33633;"osoba";"";
1203053;"Trzebinia (3)";"ogółem";"mężczyźni";"2020";16324;"osoba";"";
1203053;"Trzebinia (3)";"ogółem";"kobiety";"2020";17309;"osoba";"";
1204012;"Bolesław (2)";"ogółem";"ogółem";"2020";2586;"osoba";"";
1204012;"Bolesław (2)";"ogółem";"mężczyźni";"2020";1314;"osoba";"";
1204012;"Bolesław (2)";"ogółem";"kobiety";"2020";1272;"osoba";"";
1204023;"Dąbrowa Tarnowska (3)";"ogółem";"ogółem";"2020";21187;"osoba";"";
1204023;"Dąbrowa Tarnowska (3)";"ogółem";"mężczyźni";"2020";10515;"osoba";"";
1204023;"Dąbrowa Tarnowska (3)";"ogółem";"kobiety";"2020";10672;"osoba";"";
1204032;"Gręboszów (2)";"ogółem";"ogółem";"2020";3316;"osoba";"";
1204032;"Gręboszów (2)";"ogółem";"mężczyźni";"2020";1627;"osoba";"";
1204032;"Gręboszów (2)";"ogółem";"kobiety";"2020";1689;"osoba";"";
1204042;"Mędrzechów (2)";"ogółem";"ogółem";"2020";3404;"osoba";"";
1204042;"Mędrzechów (2)";"ogółem";"mężczyźni";"2020";1674;"osoba";"";
1204042;"Mędrzechów (2)";"ogółem";"kobiety";"2020";1730;"osoba";"";
1204052;"Olesno (2)";"ogółem";"ogółem";"2020";7928;"osoba";"";
1204052;"Olesno (2)";"ogółem";"mężczyźni";"2020";3933;"osoba";"";
1204052;"Olesno (2)";"ogółem";"kobiety";"2020";3995;"osoba";"";
1204062;"Radgoszcz (2)";"ogółem";"ogółem";"2020";7453;"osoba";"";
1204062;"Radgoszcz (2)";"ogółem";"mężczyźni";"2020";3768;"osoba";"";
1204062;"Radgoszcz (2)";"ogółem";"kobiety";"2020";3685;"osoba";"";
1204073;"Szczucin (3)";"ogółem";"ogółem";"2020";13103;"osoba";"";
1204073;"Szczucin (3)";"ogółem";"mężczyźni";"2020";6566;"osoba";"";
1204073;"Szczucin (3)";"ogółem";"kobiety";"2020";6537;"osoba";"";
1205011;"Gorlice (1)";"ogółem";"ogółem";"2020";26973;"osoba";"";
1205011;"Gorlice (1)";"ogółem";"mężczyźni";"2020";12903;"osoba";"";
1205011;"Gorlice (1)";"ogółem";"kobiety";"2020";14070;"osoba";"";
1205023;"Biecz (3)";"ogółem";"ogółem";"2020";16742;"osoba";"";
1205023;"Biecz (3)";"ogółem";"mężczyźni";"2020";8293;"osoba";"";
1205023;"Biecz (3)";"ogółem";"kobiety";"2020";8449;"osoba";"";
1205033;"Bobowa (3)";"ogółem";"ogółem";"2020";9805;"osoba";"";
1205033;"Bobowa (3)";"ogółem";"mężczyźni";"2020";4966;"osoba";"";
1205033;"Bobowa (3)";"ogółem";"kobiety";"2020";4839;"osoba";"";
1205042;"Gorlice (2)";"ogółem";"ogółem";"2020";17271;"osoba";"";
1205042;"Gorlice (2)";"ogółem";"mężczyźni";"2020";8654;"osoba";"";
1205042;"Gorlice (2)";"ogółem";"kobiety";"2020";8617;"osoba";"";
1205052;"Lipinki (2)";"ogółem";"ogółem";"2020";6800;"osoba";"";
1205052;"Lipinki (2)";"ogółem";"mężczyźni";"2020";3362;"osoba";"";
1205052;"Lipinki (2)";"ogółem";"kobiety";"2020";3438;"osoba";"";
1205062;"Łużna (2)";"ogółem";"ogółem";"2020";8517;"osoba";"";
1205062;"Łużna (2)";"ogółem";"mężczyźni";"2020";4340;"osoba";"";
1205062;"Łużna (2)";"ogółem";"kobiety";"2020";4177;"osoba";"";
1205072;"Moszczenica (2)";"ogółem";"ogółem";"2020";5026;"osoba";"";
1205072;"Moszczenica (2)";"ogółem";"mężczyźni";"2020";2473;"osoba";"";
1205072;"Moszczenica (2)";"ogółem";"kobiety";"2020";2553;"osoba";"";
1205082;"Ropa (2)";"ogółem";"ogółem";"2020";5536;"osoba";"";
1205082;"Ropa (2)";"ogółem";"mężczyźni";"2020";2771;"osoba";"";
1205082;"Ropa (2)";"ogółem";"kobiety";"2020";2765;"osoba";"";
1205092;"Sękowa (2)";"ogółem";"ogółem";"2020";4937;"osoba";"";
1205092;"Sękowa (2)";"ogółem";"mężczyźni";"2020";2443;"osoba";"";
1205092;"Sękowa (2)";"ogółem";"kobiety";"2020";2494;"osoba";"";
1205102;"Uście Gorlickie (2)";"ogółem";"ogółem";"2020";6880;"osoba";"";
1205102;"Uście Gorlickie (2)";"ogółem";"mężczyźni";"2020";3491;"osoba";"";
1205102;"Uście Gorlickie (2)";"ogółem";"kobiety";"2020";3389;"osoba";"";
